SLUG,PROMOTED_RUN_TITLE,ORGANISATION_TITLE,BUSINESS_MODEL,COUNT_UNIT_ENROLEMENT,UNLIMITED_ENRLEMENTS
strategic-actions-c2,Strategic Actions (C-LON),Coventry University,NoPurchase,26,0
introduction-to-long-term-conditions,Nursing and Long-term Conditions: An Introduction,Coventry University,UpgradedAccess,1257,34
principles-of-strategy,Principles of Strategy,Coventry University,NoPurchase,237,0
empirical-and-secondary-research-methods-c,Empirical and Secondary Research Methods (C),Coventry University,NoPurchase,193,0
origins-of-leadership,Origins of Leadership,Coventry University,NoPurchase,105,0
ensuring-all-pupil-needs-are-met-by-adaptive-practice-secondary,Ensuring All Pupil Needs are Met by Adaptive Practice,Coventry University,NoPurchase,315,0
sit773-3,SIT773.3 Identifying Detailed Requirements,Deakin University,NoPurchase,489,0
english-grammar-for-teachers,English Grammar for Teachers,UCL (University College London) ,PaidForAccess,246,1
ds-grow-your-career-acg,Digital Skills: Grow Your Career ACG & TAG,Accenture Private,SponsoredAccess,156,0
analysing-cross-cultural-impacts-business-reports-c,Analysing Cross-Cultural Impacts on Business Reports (C),Coventry University,NoPurchase,82,0
developing-leadership-foundations-for-veterinary-professionals,Developing Leadership Foundations for Veterinary Professionals,NHS Leadership Academy ,SponsoredAccess,188,0
foundations-of-portuguese-for-global-communication,Foundations of Portuguese for Global Communication,King's College London,UpgradedAccess,820,54
future-trends-theories-resilience-security-emerging-technologies,"The Future Trends and Theories of Resilience, Security and Emerging Technologies",Coventry University,NoPurchase,60,0
dsp-digitalfundamentals-bit,Digital Skills: Digital Fundamentals,Accenture Skills to Succeed and Bright Ideas Trust,NoPurchase,41,0
teaching-english-great-lesson-private,Teaching English: How to Plan a Great Lesson - Private,British Council,SponsoredAccess,238,0
adh700-5,"ADH700.5 Gender, Equity and Sustainability: Where to from Here?",Deakin University,NoPurchase,111,0
managing-risk-in-emergency-context,Managing Risk in an Emergency Context,Coventry University,NoPurchase,155,0
bringing-it-together,Bringing it Together,Coventry University,NoPurchase,72,0
future-innovation-entrepreneurship-a,The Future of Innovation and Entrepreneurship (A),Coventry University,NoPurchase,46,0
human-factors-healthcare,Human Factors in a Healthcare Environment,UEA (University of East Anglia),UpgradedAccess,11136,402
quality-improvement,Quality Improvement in Healthcare,University of Bath,UpgradedAccess,30034,387
understanding-violence-against-women,Understanding Violence Against Women,University of Strathclyde,UpgradedAccess,11770,15
medicines-adherence-patient-behaviour,Medicines Adherence: Understanding and Changing Patient Behaviour,King's College London,UpgradedAccess,3571,3
train-the-trainer-design-genomics-training,Train the Trainer: Design Genomics and Bioinformatics Training,Wellcome Connecting Science,SponsoredAccess,2118,1
medicine-administration-for-carers,Medicine Administration for Carers,UEA (University of East Anglia),UpgradedAccess,5386,164
business-planning-growth-and-successful-companies,Business Planning to Grow Successful Companies,The University of Kent,ExpertTrackAccess,62,0
h880-opening-up-education,H880 Technology and Learning: Opening Up Education,The Open University,NoPurchase,344,0
pedagogies-for-learning-looking-at-evidence-for-effectiveness-secondary,Pedagogies for Learning: Looking at Evidence for Effectiveness,Coventry University,NoPurchase,133,0
defining-the-problem,Defining the Problem,Coventry University,NoPurchase,110,0
fmcs1000-course-3,FMCS1000.3: Media Realities,The University of Newcastle Australia,NoPurchase,213,0
management-theories-and-global-leadership,Management Theories and Global Leadership,Coventry University,NoPurchase,16,0
principles-of-physical-health-assessment-7002cpd-03,The Cardiovascular and Abdominal Systems,Coventry University,NoPurchase,100,0
policymakers-impact-economy,Developing Effective Policies to Build the Impact Economy,British Council,SponsoredAccess,38,0
politics-philosophy-leadership-c,Politics and Philosophy in Leadership (C),Coventry University,NoPurchase,47,0
ratio-analysis-oc-ibm,Ratio Analysis (IBM),Coventry University,NoPurchase,52,0
tesol-introduction-to-language-teaching-methodology,TESOL: An Introduction to Language Teaching Methodology,University of Birmingham,NoPurchase,15,0
global-opportunities-and-needs-oc,Global Opportunities and Needs,Coventry University,NoPurchase,2,0
public-key-cryptography-and-security-protocols-real-world-security-protocols,Public Key Cryptography and Security Protocols: Real World Security Protocols,Dublin City University,NoPurchase,39,0
managing-people-in-projects,Managing People in Projects,Anglia Ruskin University,NoPurchase,12,0
internationalism-or-isolationism,HIST1002.2: Internationalism or Isolationism?,The University of Newcastle Australia,NoPurchase,122,0
nature-power-culture,The Nature and Power of Culture,Coventry University,UpgradedAccess,6,0
study-groups-info,All about the new Study Groups feature,FutureLearn,NoPurchase,19,0
what-you-need-completing-your-assessment-oc,What You Need to Complete Your Assessments,Coventry University,NoPurchase,29,0
writing-a-business-case,Writing a Business Case: Planning and Design,Coventry University,NoPurchase,16,0
7055crb-01,7055crb-01,Coventry University,UpgradedAccess,0,0
international-management-culture,International Management and Culture,Coventry University,NoPurchase,22,0
growing-your-channel-analytics-and-reporting,TBC Growing Your Channel. Analytics and Reporting,Social Media College,UpgradedAccess,0,0
power-and-influence-in-the-workplace-et,Power and Influence in the Workplace,Coventry University,ExpertTrackAccess,4,0
sample-course-b,Sample Course B2,Amity University,NoPurchase,0,0
independent-research-project-research-design-c3,Independent Research Project: Research Design (C3),Coventry University,NoPurchase,7,0
impacts-of-tourism,The Impacts of Tourism,Coventry University,NoPurchase,3,0
m192lon-03,m192lon-03,Coventry University,UpgradedAccess,4,0
transforming-healthcare-business-proposal-c1,Transforming Healthcare Business Proposal: An Introduction (C1),Coventry University,NoPurchase,4,0
introducing-sustainable-urban-mobility-sp,Transformando la Movilidad Urbana: Introducción a la Planeación del Transporte para Ciudades Sostenibles,UCL (University College London) ,UpgradedAccess,2,0
the-democracy-of-dress-lessons-from-the-global-south,TBC The Democracy of Dress: Lessons from the Global South,The Hopenclass,ExpertTrackAccess,0,0
foundation-skills-for-nursing-care-05,Foundation Skills for Nursing Care 5,Coventry University,UpgradedAccess,0,0
ds-user-experience-partner-demo,Digital Skills: User Experience (Partner Demo),Accenture Private,SponsoredAccess,1,0
m188lon-05,m188lon-05,Coventry University,UpgradedAccess,0,0
7124maa-02,Logistics Technologies - SC2,Coventry University,UpgradedAccess,0,0
food-for-thought,"Food for Thought: The Relationship Between Food, Gut and Brain",EIT Food,UpgradedAccess,35355,627
english-academic-study,English for Academic Study,Coventry University,UpgradedAccess,152157,508
digital-skills-for-teachers,Digital Skills for Teachers: Making Technology Work for You,Girls' Day School Trust,UpgradedAccess,6083,84
discovering-business-in-society,Discovering Business in Society,University of Exeter,NoPurchase,14254,0
desigualdades-america-latina,Desigualdades en América Latina y el Caribe,UNESCO,UpgradedAccess,9370,2
cultural-diplomacy,Cultural Diplomacy,European University Institute (EUI),UpgradedAccess,11185,353
psychological-impact-of-covid-19,"COVID-19: Psychological Impact, Wellbeing and Mental Health",Maudsley Learning,UpgradedAccess,25345,401
migrants-and-refugees-in-education,Migrants and Refugees in Education,British Council,UpgradedAccess,11651,173
survive-mars,How to Survive on Mars,Monash University,UpgradedAccess,14065,4
high-performance-computing-cloud,High Performance Computing in the Cloud,Dublin City University,UpgradedAccess,2854,2
antimicrobial-resistance-food-chain,Antimicrobial Resistance in the Food Chain,The University of Nottingham,UpgradedAccess,6247,55
eit-health-data-analytics,Health Data and Analytics,EIT,UpgradedAccess,2194,54
introduction-to-korean-2,Introduction to Korean 2,Hanyang University,UpgradedAccess,10237,98
what-is-the-body,What Is the Body?,University of Aberdeen,UpgradedAccess,13098,250
brain-ageing,Ageing and The Brain,Complutense University of Madrid,UpgradedAccess,2470,118
digital-wellbeing,Digital Wellbeing,University of York,UpgradedAccess,13997,368
population-10-billion,Population 10 Billion: Researching Global Issues,The University of Sheffield,UpgradedAccess,1601,89
turning-climate-anxiety-into-positive-action,Turn Climate Anxiety into Positive Action,Samsung,SponsoredAccess,6597,0
feedback-for-learning-formative-assessment,Feedback for Learning: Implementing Formative Assessment,National STEM Learning Centre,ExpertTrackAccess,3138,121
health-data-analytics,Health Data and Analytics,EIT InnoEnergy,UpgradedAccess,2133,1
intercultural-studies-language-culture-cardiff,Introduction to Intercultural Studies: Language and Culture UCML,Cardiff University,SponsoredAccess,127,0
sustainability-energy-transition,Sustainability: Energy Transition,University of Canterbury,UpgradedAccess,779,49
intro-to-pm,Introduction to product management,Government Digital Service,SponsoredAccess,132,0
low-volume-rural-roads-testing-schemes-for-soils-and-materials,Proficiency Testing Schemes for Materials Testing on Rural Roads,University of Birmingham,UpgradedAccess,556,2
leadership-service-improvement-7003cpd-02,Using Evidence and Methods for Assuring Service Improvement and Quality,Coventry University,NoPurchase,74,0
soca3230-2,"SOCA3230.2: Gender, the Body, and Social Class",The University of Newcastle Australia,NoPurchase,61,0
hass3000-4,HASS3000.4: Communicating with the Public,The University of Newcastle Australia,NoPurchase,120,0
cloud-computing-fundamentals,Cloud Computing Business and Technology Fundamentals,FutureLearn,NoPurchase,116,0
genes-and-health-how-dna-influences-disease,Understanding Genetic Disorders: How DNA Influences Health,The University of Glasgow,UpgradedAccess,853,67
essential-mathematics-for-mla-et,Mathematics for Data Science: Essential Mathematics for Machine Learning and AI,"CloudSwyft Global Systems, Inc.",ExpertTrackAccess,49,0
problem-identification-analysis-rationale-c,"Problem Identification, Analysis and Rationale (C)",Coventry University,NoPurchase,93,0
prince2-foundation,PRINCE2 - 6th Edition Foundation: A FutureLearn course by QA,QA ,NoPurchase,161,0
chinadiplomacy-onlinecourse,China's Diplomacy in Practice,Global Diplomatic Forum,SponsoredAccess,32,0
service-improvement-in-healthcare-c,Service Improvement in Healthcare (C),Coventry University,NoPurchase,43,0
shale-gas,Shale Gas and Fracking,The University of Nottingham,NoPurchase,9159,0
stereoscopy,Stereoscopy,The University of Edinburgh,UpgradedAccess,8387,7
finalising-your-report-c1,Finalising Your Report: Submission and Presentation (C1),Coventry University,NoPurchase,1,0
sensing-people-and-sensing-context,Topics of AI: Sensing People and Sensing Context,Dublin City University,NoPurchase,263,0
aws-solutions-architect,AWS: Solutions Architect,The Open University,NoPurchase,51,0
understanding-change-in-a-society-such-as-the-media-influence-on-childrens-mental-health,Understanding Change in a Society Such as the Media Influence on Children’s Mental Health,Anglia Ruskin University,NoPurchase,70,0
digital-business-model-marketing-c,The Digital Business Model and Marketing for Digital Businesses (C),Coventry University,NoPurchase,44,0
the-implications-of-the-concept-of-equity-in-health-policy-oc,The Implications of the Concept of Equity in Health Policy,Coventry University,NoPurchase,74,0
management-practice01,Managing People in Projects,Anglia Ruskin University,NoPurchase,94,0
sit716-4,SIT716.4 Controlling the Network,Deakin University,NoPurchase,139,0
a-guide-to-supporting-trans-patients-in-healthcare,Transgender Healthcare: Caring for Trans Patients,"St George's, University of London",UpgradedAccess,6,0
accountability-in-theory,Organisational Systems for Effective Disaster Interventions,Coventry University,NoPurchase,63,0
change-management-ihrm,Change Management (MBA IHRM),Coventry University,NoPurchase,19,0
success-failure-entrepreneurship-c,Success and Failure in Entrepreneurship (C),Coventry University,NoPurchase,40,0
systematic-literature-review-oc,Systematic Literature Review: An Introduction,Coventry University,NoPurchase,23,0
the-future-of-cyber-security-et,The Future of Cyber Security and Emerging Technologies,Coventry University,ExpertTrackAccess,36,0
business-model-innovation-a,Business Model Innovation (A),Coventry University,NoPurchase,58,0
internal-analysis-ihrm,Internal Analysis (MBA IHRM),Coventry University,NoPurchase,25,0
computer-security-building-systems-with-assurance,Computer Security: Building Systems with Assurance,Dublin City University,NoPurchase,33,0
